dataset,model,model_id,endpoint,CN_BalAcc,animal_id
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,Five-Missing Mean,0.9516541546123098,506940
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,Five-Missing Worst,0.9413904788697864,506940
Allen VBN,TCN,TCN_LIGHTWEIGHT,CLEAN,0.6078095118073275,506940
Allen VBN,TCN,TCN_LIGHTWEIGHT,U30,0.4047642484575478,506940
Allen VBN,TCN,TCN_LIGHTWEIGHT,SW-U30,0.4047642484575478,506940
Allen VBN,TCN,TCN_LIGHTWEIGHT,T5,0.46329857980857303,506940
Allen VBN,TCN,TCN_LIGHTWEIGHT,B5,0.3474662559750499,506940
Allen VBN,TCN,TCN_LIGHTWEIGHT,J30-5,0.3372440975082509,506940
Allen VBN,TCN,TCN_LIGHTWEIGHT,Five-Missing Mean,0.39150748604139396,506940
Allen VBN,TCN,TCN_LIGHTWEIGHT,Five-Missing Worst,0.3177662237964733,506940
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,CLEAN,0.9851822590444131,506940
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,U30,0.9602857425315736,506940
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,SW-U30,0.9602857425315736,506940
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,T5,0.8658120350949421,506940
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,B5,0.8851592764494495,506940
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,J30-5,0.950749739776487,506940
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,Five-Missing Mean,0.9244585072768052,506940
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,Five-Missing Worst,0.854159879962906,506940
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,CLEAN,0.998673677539417,510589
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,U30,0.9939765935191153,510589
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,SW-U30,0.9939765935191153,510589
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,T5,0.9978431120872437,510589
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,B5,0.9900470949946681,510589
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,J30-5,0.9792617784036224,510589
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,Five-Missing Mean,0.991021034504753,510589
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,Five-Missing Worst,0.9792617784036224,510589
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,CLEAN,0.3424892291466952,510589
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,U30,0.017900702652158058,510589
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,SW-U30,0.017900702652158058,510589
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,T5,0.08733321131717217,510589
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,B5,0.026416037155171723,510589
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,J30-5,0.0070675640074739,510589
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,Five-Missing Mean,0.031323643556826784,510589
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,Five-Missing Worst,0.00274611779898846,510589
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,CLEAN,0.999370673379484,510589
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,U30,0.9991466844761818,510589
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,SW-U30,0.9991466844761818,510589
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,T5,0.9992540553036824,510589
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,B5,0.9975833746090441,510589
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,J30-5,0.998898237271213,510589
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,Five-Missing Mean,0.9988058072272606,510589
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,Five-Missing Worst,0.9975833746090441,510589
Allen VBN,SVD,SVD64_LOGREG,CLEAN,0.9434368910921946,510589
Allen VBN,SVD,SVD64_LOGREG,U30,0.9358143984546062,510589
Allen VBN,SVD,SVD64_LOGREG,SW-U30,0.9358143984546062,510589
Allen VBN,SVD,SVD64_LOGREG,T5,0.948152748529583,510589
Allen VBN,SVD,SVD64_LOGREG,B5,0.8931210228881743,510589
Allen VBN,SVD,SVD64_LOGREG,J30-5,0.9236223430322084,510589
Allen VBN,SVD,SVD64_LOGREG,Five-Missing Mean,0.9273049822718356,510589
Allen VBN,SVD,SVD64_LOGREG,Five-Missing Worst,0.8931210228881743,510589
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,CLEAN,0.9844459416836194,510589
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,U30,0.9783507970580574,510589
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,SW-U30,0.9783507970580574,510589
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,T5,0.9866867212585616,510589
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,B5,0.9614052183700863,510589
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,J30-5,0.9728171847817326,510589
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,Five-Missing Mean,0.9755221437052992,510589
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,Five-Missing Worst,0.9614052183700863,510589
Allen VBN,TCN,TCN_LIGHTWEIGHT,CLEAN,0.7967042138943612,510589
Allen VBN,TCN,TCN_LIGHTWEIGHT,U30,0.49864125132062737,510589
Allen VBN,TCN,TCN_LIGHTWEIGHT,SW-U30,0.49864125132062737,510589
Allen VBN,TCN,TCN_LIGHTWEIGHT,T5,0.7393216465350794,510589
Allen VBN,TCN,TCN_LIGHTWEIGHT,B5,0.4550691182828926,510589
Allen VBN,TCN,TCN_LIGHTWEIGHT,J30-5,0.41270263937075924,510589
Allen VBN,TCN,TCN_LIGHTWEIGHT,Five-Missing Mean,0.5208751813659973,510589
Allen VBN,TCN,TCN_LIGHTWEIGHT,Five-Missing Worst,0.38405752384474623,510589
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,CLEAN,0.9988071206189808,510589
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,U30,0.9916816772464745,510589
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,SW-U30,0.9916816772464745,510589
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,T5,0.9978323178616106,510589
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,B5,0.9475333575465813,510589
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,J30-5,0.9446541616904011,510589
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,Five-Missing Mean,0.9746766383183084,510589
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,Five-Missing Worst,0.9351813736479517,510589
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,CLEAN,0.9967980421255473,521466
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,U30,0.9862298430880889,521466
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,SW-U30,0.9862298430880889,521466
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,T5,0.9861849721217334,521466
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,B5,0.9807877286239094,521466
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,J30-5,0.9228539326243679,521466
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,Five-Missing Mean,0.9724572639092376,521466
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,Five-Missing Worst,0.9228539326243679,521466
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,CLEAN,0.1534641910598151,521466
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,U30,0.007678972282884884,521466
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,SW-U30,0.007678972282884884,521466
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,T5,0.04047461691951417,521466
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,B5,-0.00015659347804353982,521466
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,J30-5,0.0045945840518359995,521466
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,Five-Missing Mean,0.012054110411815281,521466
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,Five-Missing Worst,-0.002992108499169644,521466
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,CLEAN,1.0,521466
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,U30,0.9994108983799705,521466
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,SW-U30,0.9994108983799705,521466
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,T5,0.9992552883422183,521466
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,B5,0.9970128187361282,521466
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,J30-5,0.9987631845450068,521466
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,Five-Missing Mean,0.998770617676659,521466
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,Five-Missing Worst,0.9970128187361282,521466
Allen VBN,SVD,SVD64_LOGREG,CLEAN,0.9293401399862296,521466
Allen VBN,SVD,SVD64_LOGREG,U30,0.9142329795307125,521466
Allen VBN,SVD,SVD64_LOGREG,SW-U30,0.9142329795307125,521466
Allen VBN,SVD,SVD64_LOGREG,T5,0.9113496155819414,521466
Allen VBN,SVD,SVD64_LOGREG,B5,0.8801454350871876,521466
Allen VBN,SVD,SVD64_LOGREG,J30-5,0.8807539496009953,521466
Allen VBN,SVD,SVD64_LOGREG,Five-Missing Mean,0.9001429918663099,521466
Allen VBN,SVD,SVD64_LOGREG,Five-Missing Worst,0.8790372384098508,521466
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,CLEAN,0.9901531283077836,521466
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,U30,0.9864076173944125,521466
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,SW-U30,0.9864076173944125,521466
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,T5,0.9878326599491942,521466
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,B5,0.981736206314834,521466
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,J30-5,0.9744641176485783,521466
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,Five-Missing Mean,0.9833696437402863,521466
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,Five-Missing Worst,0.9744641176485783,521466
Allen VBN,TCN,TCN_LIGHTWEIGHT,CLEAN,0.8809928981443906,521466
Allen VBN,TCN,TCN_LIGHTWEIGHT,U30,0.7375985686722256,521466
Allen VBN,TCN,TCN_LIGHTWEIGHT,SW-U30,0.7375985686722256,521466
Allen VBN,TCN,TCN_LIGHTWEIGHT,T5,0.8344079375941661,521466
Allen VBN,TCN,TCN_LIGHTWEIGHT,B5,0.7393723048314558,521466
Allen VBN,TCN,TCN_LIGHTWEIGHT,J30-5,0.620452924578833,521466
Allen VBN,TCN,TCN_LIGHTWEIGHT,Five-Missing Mean,0.7338860608697813,521466
Allen VBN,TCN,TCN_LIGHTWEIGHT,Five-Missing Worst,0.620452924578833,521466
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,CLEAN,0.9954291565319113,521466
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,U30,0.9902025713923234,521466
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,SW-U30,0.9902025713923234,521466
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,T5,0.9757638214512696,521466
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,B5,0.9818828445719079,521466
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,J30-5,0.933493930484595,521466
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,Five-Missing Mean,0.9743091478584838,521466
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,Five-Missing Worst,0.933493930484595,521466
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,CLEAN,0.9976350329619997,524760
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,U30,0.9918405923467715,524760
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,SW-U30,0.9918405923467715,524760
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,T5,0.9891672937709078,524760
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,B5,0.989045617679821,524760
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,J30-5,0.9519816058583975,524760
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,Five-Missing Mean,0.9827751404005338,524760
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,Five-Missing Worst,0.9519816058583975,524760
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,CLEAN,0.029346520146520116,524760
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,U30,-6.126255497830822e-05,524760
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,SW-U30,-6.126255497830822e-05,524760
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,T5,0.0024982578397212477,524760
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,B5,0.00345963995354238,524760
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,J30-5,-0.00018486139701604003,524760
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,Five-Missing Mean,0.0011301022572581944,524760
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,Five-Missing Worst,-0.0014522556038256162,524760
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,CLEAN,1.0,524760
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,U30,0.9988827272578561,524760
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,SW-U30,0.9988827272578561,524760
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,T5,0.999378056959644,524760
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,B5,0.9994192799070849,524760
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,J30-5,0.9986489211692924,524760
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,Five-Missing Mean,0.9990423425103467,524760
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,Five-Missing Worst,0.9986489211692924,524760
Allen VBN,SVD,SVD64_LOGREG,CLEAN,0.9377682859951645,524760
Allen VBN,SVD,SVD64_LOGREG,U30,0.9305984476483413,524760
Allen VBN,SVD,SVD64_LOGREG,SW-U30,0.9305984476483413,524760
Allen VBN,SVD,SVD64_LOGREG,T5,0.9176482491293505,524760
Allen VBN,SVD,SVD64_LOGREG,B5,0.9003378283441534,524760
Allen VBN,SVD,SVD64_LOGREG,J30-5,0.9156571316469755,524760
Allen VBN,SVD,SVD64_LOGREG,Five-Missing Mean,0.9189680208834324,524760
Allen VBN,SVD,SVD64_LOGREG,Five-Missing Worst,0.9003378283441534,524760
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,CLEAN,0.9901241988300041,524760
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,U30,0.983983414516059,524760
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,SW-U30,0.983983414516059,524760
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,T5,0.983148374503813,524760
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,B5,0.9810386434064031,524760
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,J30-5,0.9773122828587926,524760
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,Five-Missing Mean,0.9818932259602253,524760
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,Five-Missing Worst,0.9773122828587926,524760
Allen VBN,TCN,TCN_LIGHTWEIGHT,CLEAN,0.9889741968883538,524760
Allen VBN,TCN,TCN_LIGHTWEIGHT,U30,0.8803903876978438,524760
Allen VBN,TCN,TCN_LIGHTWEIGHT,SW-U30,0.8803903876978438,524760
Allen VBN,TCN,TCN_LIGHTWEIGHT,T5,0.9423739608275252,524760
Allen VBN,TCN,TCN_LIGHTWEIGHT,B5,0.919550896956849,524760
Allen VBN,TCN,TCN_LIGHTWEIGHT,J30-5,0.8594775401220156,524760
Allen VBN,TCN,TCN_LIGHTWEIGHT,Five-Missing Mean,0.8964366346604156,524760
Allen VBN,TCN,TCN_LIGHTWEIGHT,Five-Missing Worst,0.8594775401220156,524760
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,CLEAN,0.9976316566063044,524760
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,U30,0.9956655836104226,524760
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,SW-U30,0.9956655836104226,524760
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,T5,0.9245889753518541,524760
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,B5,0.9952983707934351,524760
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,J30-5,0.9210298770577913,524760
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,Five-Missing Mean,0.966449678084785,524760
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,Five-Missing Worst,0.9141456244507875,524760
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,CLEAN,0.9895662598106896,524761
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,U30,0.9782043654092354,524761
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,SW-U30,0.9782043654092354,524761
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,T5,0.9800129978293619,524761
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,B5,0.9698038233958295,524761
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,J30-5,0.9174847160674533,524761
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,Five-Missing Mean,0.964742053622223,524761
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,Five-Missing Worst,0.9150196583003275,524761
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,CLEAN,0.0196361664689567,524761
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,U30,0.00043546077562876795,524761
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,SW-U30,0.00043546077562876795,524761
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,T5,0.01413326337292096,524761
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,B5,0.0009390533283788209,524761
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,J30-5,0.000468228085244192,524761
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,Five-Missing Mean,0.0032822932675603024,524761
Allen VBN,GRU-D,GRU_LIGHTWEIGHT,Five-Missing Worst,-0.0018547663875289598,524761
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,CLEAN,0.9940547691411913,524761
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,U30,0.9943629541652201,524761
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,SW-U30,0.9943629541652201,524761
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,T5,0.9932315873323012,524761
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,B5,0.9912836884396283,524761
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,J30-5,0.9926806075035758,524761
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,Five-Missing Mean,0.993184358321189,524761
Allen VBN,MM-RVD,MM_RVD_A9_SELECTED_R6,Five-Missing Worst,0.9912836884396283,524761
Allen VBN,SVD,SVD64_LOGREG,CLEAN,0.8788059087228494,524761
Allen VBN,SVD,SVD64_LOGREG,U30,0.8590191285338875,524761
Allen VBN,SVD,SVD64_LOGREG,SW-U30,0.8590191285338875,524761
Allen VBN,SVD,SVD64_LOGREG,T5,0.8537293738697711,524761
Allen VBN,SVD,SVD64_LOGREG,B5,0.7900773979475435,524761
Allen VBN,SVD,SVD64_LOGREG,J30-5,0.8216805685788374,524761
Allen VBN,SVD,SVD64_LOGREG,Five-Missing Mean,0.8367051194927854,524761
Allen VBN,SVD,SVD64_LOGREG,Five-Missing Worst,0.7695454589787973,524761
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,CLEAN,0.9830138688598833,524761
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,U30,0.9732965366927602,524761
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,SW-U30,0.9732965366927602,524761
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,T5,0.9751342768675819,524761
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,B5,0.9594768088800001,524761
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,J30-5,0.9546936259072055,524761
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,Five-Missing Mean,0.9671795570080616,524761
Allen VBN,SVM,MEAN_RATE_LINEAR_SVM,Five-Missing Worst,0.9421875474964156,524761
Allen VBN,TCN,TCN_LIGHTWEIGHT,CLEAN,0.8754326569512259,524761
Allen VBN,TCN,TCN_LIGHTWEIGHT,U30,0.6738907143501504,524761
Allen VBN,TCN,TCN_LIGHTWEIGHT,SW-U30,0.6738907143501504,524761
Allen VBN,TCN,TCN_LIGHTWEIGHT,T5,0.8123475748498464,524761
Allen VBN,TCN,TCN_LIGHTWEIGHT,B5,0.6846519220458489,524761
Allen VBN,TCN,TCN_LIGHTWEIGHT,J30-5,0.5522402628220289,524761
Allen VBN,TCN,TCN_LIGHTWEIGHT,Five-Missing Mean,0.6794042376836049,524761
Allen VBN,TCN,TCN_LIGHTWEIGHT,Five-Missing Worst,0.5354885039674349,524761
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,CLEAN,0.9877993704409304,524761
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,U30,0.9769229870947826,524761
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,SW-U30,0.9769229870947826,524761
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,T5,0.9621003941208612,524761
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,B5,0.9580982902147607,524761
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,J30-5,0.9146679374204041,524761
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,Five-Missing Mean,0.9577425191891182,524761
Allen VBN,Transformer,TINY_TRANSFORMER_LIGHTWEIGHT_POSITION_AWARE,Five-Missing Worst,0.8932750813679486,524761
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,CLEAN,0.9963936219654723,527749
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,U30,0.9699160976051242,527749
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,SW-U30,0.9699160976051242,527749
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,T5,0.9285126441296704,527749
Allen VBN,CEBRA,CEBRA_FLAT_LOGREG,B5,0.950716685083264,527749
